gejala,relevance_score,nama_herb,nama_latin,nama_lokal,link_gambar,deskripsi_khasiat,mengatasi_gejala,komposisi,cara_menggunakan
Perut kembung,"0,7",Kemuning,Murraya paniculata,Orang Aring (Sumatera); Daun Kemuning (Jawa); Daun Muning (Sunda); Muning Alas (Aceh); Muning Wija (Sulawesi).,https://drive.google.com/file/d/1xoq7gHvGC4FaAGRwH7yw7he9vJEWSw6W/view?usp=drive_link,"tanaman semak kecil dengan daun kecil hijau terang dan bunga putih yang sering digunakan sebagai tanaman obat. Daunnya mengandung senyawa flavonoid dan minyak atsiri yang memiliki sifat antioksidan dan antimikroba. Khasiat utamanya meliputi membantu melancarkan peredaran darah, meredakan nyeri menstruasi, dan memperbaiki kesehatan kulit. Selain itu, tanaman ini juga digunakan dalam pengobatan tradisional untuk mengatasi stres dan meningkatkan relaksasi. Tanaman ini sering ditemukan di daerah tropis.","Nyeri otot
Perut kembung 
Kram perut
Pembengkakan
Susah tidur","Flavonoid, tanin, minyak atsiri, alkaloid.","Rebus 3-5 gram daun kemuning dalam dua gelas air hingga tersisa satu gelas. Saring air rebusan, lalu minum selagi hangat. Lakukan ini dua kali sehari untuk membantu meredakan gas dan kembung di perut."
Kram perut,"0,6",Kemuning,Murraya paniculata,Orang Aring (Sumatera); Daun Kemuning (Jawa); Daun Muning (Sunda); Muning Alas (Aceh); Muning Wija (Sulawesi).,https://drive.google.com/file/d/1xoq7gHvGC4FaAGRwH7yw7he9vJEWSw6W/view?usp=drive_link,"tanaman semak kecil dengan daun kecil hijau terang dan bunga putih yang sering digunakan sebagai tanaman obat. Daunnya mengandung senyawa flavonoid dan minyak atsiri yang memiliki sifat antioksidan dan antimikroba. Khasiat utamanya meliputi membantu melancarkan peredaran darah, meredakan nyeri menstruasi, dan memperbaiki kesehatan kulit. Selain itu, tanaman ini juga digunakan dalam pengobatan tradisional untuk mengatasi stres dan meningkatkan relaksasi. Tanaman ini sering ditemukan di daerah tropis.","Nyeri otot
Perut kembung 
Kram perut
Pembengkakan
Susah tidur","Flavonoid, tanin, minyak atsiri, alkaloid.","Untuk kram perut, ambil kulit batang kemuning, cuci bersih, lalu rebus dengan dua gelas air hingga tersisa satu gelas. Minum rebusan ini hangat sekali sehari. Sifat antispasmodik pada kemuning membantu mengendurkan otot perut yang tegang."
Pembengkakan,"0,9",Kemuning,Murraya paniculata,Orang Aring (Sumatera); Daun Kemuning (Jawa); Daun Muning (Sunda); Muning Alas (Aceh); Muning Wija (Sulawesi).,https://drive.google.com/file/d/1xoq7gHvGC4FaAGRwH7yw7he9vJEWSw6W/view?usp=drive_link,"tanaman semak kecil dengan daun kecil hijau terang dan bunga putih yang sering digunakan sebagai tanaman obat. Daunnya mengandung senyawa flavonoid dan minyak atsiri yang memiliki sifat antioksidan dan antimikroba. Khasiat utamanya meliputi membantu melancarkan peredaran darah, meredakan nyeri menstruasi, dan memperbaiki kesehatan kulit. Selain itu, tanaman ini juga digunakan dalam pengobatan tradisional untuk mengatasi stres dan meningkatkan relaksasi. Tanaman ini sering ditemukan di daerah tropis.","Nyeri otot
Perut kembung 
Kram perut
Pembengkakan
Susah tidur","Flavonoid, tanin, minyak atsiri, alkaloid.","Untuk mengatasi bengkak ringan, tumbuk daun kemuning segar hingga halus, lalu balurkan pada area bengkak. Biarkan selama 20-30 menit, lalu bilas. Daun kemuning membantu mengurangi pembengkakan berkat efek anti-inflamasi."
Susah tidur,"0,5",Kemuning,Murraya paniculata,Orang Aring (Sumatera); Daun Kemuning (Jawa); Daun Muning (Sunda); Muning Alas (Aceh); Muning Wija (Sulawesi).,https://drive.google.com/file/d/1xoq7gHvGC4FaAGRwH7yw7he9vJEWSw6W/view?usp=drive_link,"tanaman semak kecil dengan daun kecil hijau terang dan bunga putih yang sering digunakan sebagai tanaman obat. Daunnya mengandung senyawa flavonoid dan minyak atsiri yang memiliki sifat antioksidan dan antimikroba. Khasiat utamanya meliputi membantu melancarkan peredaran darah, meredakan nyeri menstruasi, dan memperbaiki kesehatan kulit. Selain itu, tanaman ini juga digunakan dalam pengobatan tradisional untuk mengatasi stres dan meningkatkan relaksasi. Tanaman ini sering ditemukan di daerah tropis.","Nyeri otot
Perut kembung 
Kram perut
Pembengkakan
Susah tidur","Flavonoid, tanin, minyak atsiri, alkaloid.",Seduh beberapa lembar daun kemuning dengan air panas seperti membuat teh. Minum teh ini 30 menit sebelum tidur untuk membantu tubuh rileks dan mempermudah tidur. Daun kemuning mengandung senyawa yang memberikan efek menenangkan.
Stres,"0,9",Kenanga,Cananga odorata,Cempaka Kuning (Jawa); Bunga Kenanga (Sunda); Bunga Nagasari (Sumatera); Kenu (Sulawesi); Nanga (Aceh).,https://drive.google.com/file/d/1xoq7gHvGC4FaAGRwH7yw7he9vJEWSw6W/view?usp=drive_link,"pohon besar dengan bunga harum berwarna kuning hingga hijau yang sering digunakan dalam ritual tradisional. Bunganya memiliki aroma khas yang sering dijadikan minyak esensial untuk terapi relaksasi. Dalam pengobatan tradisional, bunga dan daunnya sering digunakan untuk mengatasi stres, meningkatkan kualitas tidur, dan memperbaiki sirkulasi darah. Khasiat lainnya meliputi membantu meredakan nyeri kepala dan menjaga kesehatan kulit. Pohonnya sering ditanam sebagai penghias halaman rumah atau taman.","Stres
Susah tidur
Nyeri otot
Kulit kering
Kelelahan","Minyak atsiri (linalool), flavonoid, tanin.","Untuk meredakan stres, teteskan 3-5 tetes minyak esensial kenanga ke dalam diffuser atau semangkuk air panas. Hirup uapnya selama 10-15 menit untuk membantu menenangkan pikiran dan mengurangi rasa cemas."
Susah tidur,"0,8",Kenanga,Cananga odorata,Cempaka Kuning (Jawa); Bunga Kenanga (Sunda); Bunga Nagasari (Sumatera); Kenu (Sulawesi); Nanga (Aceh).,https://drive.google.com/file/d/1xoq7gHvGC4FaAGRwH7yw7he9vJEWSw6W/view?usp=drive_link,"pohon besar dengan bunga harum berwarna kuning hingga hijau yang sering digunakan dalam ritual tradisional. Bunganya memiliki aroma khas yang sering dijadikan minyak esensial untuk terapi relaksasi. Dalam pengobatan tradisional, bunga dan daunnya sering digunakan untuk mengatasi stres, meningkatkan kualitas tidur, dan memperbaiki sirkulasi darah. Khasiat lainnya meliputi membantu meredakan nyeri kepala dan menjaga kesehatan kulit. Pohonnya sering ditanam sebagai penghias halaman rumah atau taman.","Stres
Susah tidur
Nyeri otot
Kulit kering
Kelelahan","Minyak atsiri (linalool), flavonoid, tanin.","Jika sulit tidur, oleskan 1-2 tetes minyak esensial kenanga ke bantal atau campurkan dengan minyak kelapa dan pijat di area pelipis sebelum tidur. Aromanya membantu merelaksasi tubuh dan memperbaiki kualitas tidur."
Nyeri otot,"0,6",Kenanga,Cananga odorata,Cempaka Kuning (Jawa); Bunga Kenanga (Sunda); Bunga Nagasari (Sumatera); Kenu (Sulawesi); Nanga (Aceh).,https://drive.google.com/file/d/1xoq7gHvGC4FaAGRwH7yw7he9vJEWSw6W/view?usp=drive_link,"pohon besar dengan bunga harum berwarna kuning hingga hijau yang sering digunakan dalam ritual tradisional. Bunganya memiliki aroma khas yang sering dijadikan minyak esensial untuk terapi relaksasi. Dalam pengobatan tradisional, bunga dan daunnya sering digunakan untuk mengatasi stres, meningkatkan kualitas tidur, dan memperbaiki sirkulasi darah. Khasiat lainnya meliputi membantu meredakan nyeri kepala dan menjaga kesehatan kulit. Pohonnya sering ditanam sebagai penghias halaman rumah atau taman.","Stres
Susah tidur
Nyeri otot
Kulit kering
Kelelahan","Minyak atsiri (linalool), flavonoid, tanin.",Campurkan 5 tetes minyak esensial kenanga dengan 1 sendok makan minyak zaitun. Gunakan campuran ini untuk memijat area otot yang nyeri. Sifat anti-inflamasi kenanga membantu mengurangi ketegangan otot dan nyeri.
Kulit kering,"0,7",Kenanga,Cananga odorata,Cempaka Kuning (Jawa); Bunga Kenanga (Sunda); Bunga Nagasari (Sumatera); Kenu (Sulawesi); Nanga (Aceh).,https://drive.google.com/file/d/1xoq7gHvGC4FaAGRwH7yw7he9vJEWSw6W/view?usp=drive_link,"pohon besar dengan bunga harum berwarna kuning hingga hijau yang sering digunakan dalam ritual tradisional. Bunganya memiliki aroma khas yang sering dijadikan minyak esensial untuk terapi relaksasi. Dalam pengobatan tradisional, bunga dan daunnya sering digunakan untuk mengatasi stres, meningkatkan kualitas tidur, dan memperbaiki sirkulasi darah. Khasiat lainnya meliputi membantu meredakan nyeri kepala dan menjaga kesehatan kulit. Pohonnya sering ditanam sebagai penghias halaman rumah atau taman.","Stres
Susah tidur
Nyeri otot
Kulit kering
Kelelahan","Minyak atsiri (linalool), flavonoid, tanin.","Untuk melembapkan kulit kering, campurkan 3 tetes minyak kenanga ke dalam 1 sendok teh minyak kelapa atau pelembap favorit. Oleskan ke area kulit yang kering untuk membantu melembapkan dan menutrisi kulit."
Kelelahan,"0,5",Kenanga,Cananga odorata,Cempaka Kuning (Jawa); Bunga Kenanga (Sunda); Bunga Nagasari (Sumatera); Kenu (Sulawesi); Nanga (Aceh).,https://drive.google.com/file/d/1xoq7gHvGC4FaAGRwH7yw7he9vJEWSw6W/view?usp=drive_link,"pohon besar dengan bunga harum berwarna kuning hingga hijau yang sering digunakan dalam ritual tradisional. Bunganya memiliki aroma khas yang sering dijadikan minyak esensial untuk terapi relaksasi. Dalam pengobatan tradisional, bunga dan daunnya sering digunakan untuk mengatasi stres, meningkatkan kualitas tidur, dan memperbaiki sirkulasi darah. Khasiat lainnya meliputi membantu meredakan nyeri kepala dan menjaga kesehatan kulit. Pohonnya sering ditanam sebagai penghias halaman rumah atau taman.","Stres
Susah tidur
Nyeri otot
Kulit kering
Kelelahan","Minyak atsiri (linalool), flavonoid, tanin.","Gunakan minyak kenanga dalam mandi air hangat. Tambahkan 5-7 tetes ke dalam bak mandi, dan rendam tubuh selama 15-20 menit. Ini membantu mengurangi kelelahan dan mengembalikan energi tubuh."
Batuk,"0,9",Kencur,Kaempferia galanga,Kacer (Jawa); Kunjir (Sunda); Cekur (Melayu); Kunir Putih (Sumatera); Kusir (Sulawesi).,https://drive.google.com/file/d/1xoq7gHvGC4FaAGRwH7yw7he9vJEWSw6W/view?usp=drive_link,"tanaman rimpang dengan aroma khas yang memiliki kulit berwarna cokelat muda dan daging berwarna putih. Tanaman ini sering digunakan sebagai bahan masakan dan obat tradisional. Kandungannya kaya akan minyak atsiri yang memiliki sifat antiinflamasi dan antibakteri. Khasiatnya meliputi membantu mengatasi masuk angin, meredakan batuk, dan memperbaiki pencernaan. Selain itu, tanaman ini juga dipercaya dapat meningkatkan stamina tubuh dan melawan infeksi ringan.","Batuk
Nyeri otot
Perut kembung
Sakit kepala
Lemas","Minyak atsiri, flavonoid, saponin, tanin.","Parut 1-2 ruas kencur segar, peras untuk mengambil sarinya, lalu campur dengan sedikit madu. Minum ramuan ini dua kali sehari untuk membantu meredakan batuk dan melegakan tenggorokan."
Nyeri otot,"0,7",Kencur,Kaempferia galanga,Kacer (Jawa); Kunjir (Sunda); Cekur (Melayu); Kunir Putih (Sumatera); Kusir (Sulawesi).,https://drive.google.com/file/d/1xoq7gHvGC4FaAGRwH7yw7he9vJEWSw6W/view?usp=drive_link,"tanaman rimpang dengan aroma khas yang memiliki kulit berwarna cokelat muda dan daging berwarna putih. Tanaman ini sering digunakan sebagai bahan masakan dan obat tradisional. Kandungannya kaya akan minyak atsiri yang memiliki sifat antiinflamasi dan antibakteri. Khasiatnya meliputi membantu mengatasi masuk angin, meredakan batuk, dan memperbaiki pencernaan. Selain itu, tanaman ini juga dipercaya dapat meningkatkan stamina tubuh dan melawan infeksi ringan.","Batuk
Nyeri otot
Perut kembung
Sakit kepala
Lemas","Minyak atsiri, flavonoid, saponin, tanin.","Tumbuk halus beberapa ruas kencur hingga menjadi pasta, campur dengan minyak kelapa hangat. Oleskan campuran ini ke area yang nyeri sambil dipijat perlahan. Lakukan 2-3 kali sehari untuk membantu meredakan nyeri otot."
Perut kembung,1,Kencur,Kaempferia galanga,Kacer (Jawa); Kunjir (Sunda); Cekur (Melayu); Kunir Putih (Sumatera); Kusir (Sulawesi).,https://drive.google.com/file/d/1xoq7gHvGC4FaAGRwH7yw7he9vJEWSw6W/view?usp=drive_link,"tanaman rimpang dengan aroma khas yang memiliki kulit berwarna cokelat muda dan daging berwarna putih. Tanaman ini sering digunakan sebagai bahan masakan dan obat tradisional. Kandungannya kaya akan minyak atsiri yang memiliki sifat antiinflamasi dan antibakteri. Khasiatnya meliputi membantu mengatasi masuk angin, meredakan batuk, dan memperbaiki pencernaan. Selain itu, tanaman ini juga dipercaya dapat meningkatkan stamina tubuh dan melawan infeksi ringan.","Batuk
Nyeri otot
Perut kembung
Sakit kepala
Lemas","Minyak atsiri, flavonoid, saponin, tanin.","Cuci bersih 1-2 ruas kencur segar, kunyah langsung bersama sedikit garam, kemudian telan. Cara ini membantu meredakan gas di perut dengan cepat. Ulangi jika diperlukan."
Sakit kepala,"0,6",Kencur,Kaempferia galanga,Kacer (Jawa); Kunjir (Sunda); Cekur (Melayu); Kunir Putih (Sumatera); Kusir (Sulawesi).,https://drive.google.com/file/d/1xoq7gHvGC4FaAGRwH7yw7he9vJEWSw6W/view?usp=drive_link,"tanaman rimpang dengan aroma khas yang memiliki kulit berwarna cokelat muda dan daging berwarna putih. Tanaman ini sering digunakan sebagai bahan masakan dan obat tradisional. Kandungannya kaya akan minyak atsiri yang memiliki sifat antiinflamasi dan antibakteri. Khasiatnya meliputi membantu mengatasi masuk angin, meredakan batuk, dan memperbaiki pencernaan. Selain itu, tanaman ini juga dipercaya dapat meningkatkan stamina tubuh dan melawan infeksi ringan.","Batuk
Nyeri otot
Perut kembung
Sakit kepala
Lemas","Minyak atsiri, flavonoid, saponin, tanin.","Tumbuk halus kencur segar dan campur dengan air hangat. Peras sarinya, kemudian minum 2-3 sendok makan ramuan ini. Untuk hasil maksimal, gunakan juga pasta kencur sebagai kompres di pelipis."
Lemas,"0,5",Kencur,Kaempferia galanga,Kacer (Jawa); Kunjir (Sunda); Cekur (Melayu); Kunir Putih (Sumatera); Kusir (Sulawesi).,https://drive.google.com/file/d/1xoq7gHvGC4FaAGRwH7yw7he9vJEWSw6W/view?usp=drive_link,"tanaman rimpang dengan aroma khas yang memiliki kulit berwarna cokelat muda dan daging berwarna putih. Tanaman ini sering digunakan sebagai bahan masakan dan obat tradisional. Kandungannya kaya akan minyak atsiri yang memiliki sifat antiinflamasi dan antibakteri. Khasiatnya meliputi membantu mengatasi masuk angin, meredakan batuk, dan memperbaiki pencernaan. Selain itu, tanaman ini juga dipercaya dapat meningkatkan stamina tubuh dan melawan infeksi ringan.","Batuk
Nyeri otot
Perut kembung
Sakit kepala
Lemas","Minyak atsiri, flavonoid, saponin, tanin.",Rebus 2-3 ruas kencur yang telah digeprek dalam dua gelas air hingga tersisa setengahnya. Minum air rebusan hangat ini untuk membantu meningkatkan energi dan mengurangi rasa lelah.
Kulit kering,"0,9",Kentimun,Cucumis sativus,Timun (Jawa); Mentimun (Sunda); Ketela Mentimun (Sumatera); Lele Mentimun (Aceh); Timun Segar (Sulawesi).,https://drive.google.com/file/d/1xoq7gHvGC4FaAGRwH7yw7he9vJEWSw6W/view?usp=drive_link,"tanaman sayur dengan buah lonjong berwarna hijau terang yang sering digunakan sebagai lalapan atau campuran masakan. Buahnya kaya akan kandungan air dan serat, menjadikannya baik untuk menjaga kesehatan pencernaan. Selain itu, buah ini mengandung vitamin C dan antioksidan yang membantu memperbaiki kesehatan kulit dan meningkatkan daya tahan tubuh. Khasiat lainnya meliputi membantu mengatasi dehidrasi, menurunkan tekanan darah, dan memperbaiki metabolisme tubuh. Tanaman ini mudah tumbuh di berbagai kondisi tanah tropis.","Kulit kering
Mata lelah
Panas dalam
Kulit terbakar
Pembengkakan","Air, vitamin C, flavonoid, elektrolit.","Potong ketimun segar menjadi irisan tipis, lalu tempelkan langsung pada area kulit yang kering atau iritasi. Biarkan selama 10-15 menit, kemudian bilas dengan air dingin. Ketimun membantu melembapkan kulit dan meredakan kemerahan berkat sifatnya yang menenangkan."
Mata lelah,"0,95",Kentimun,Cucumis sativus,Timun (Jawa); Mentimun (Sunda); Ketela Mentimun (Sumatera); Lele Mentimun (Aceh); Timun Segar (Sulawesi).,https://drive.google.com/file/d/1xoq7gHvGC4FaAGRwH7yw7he9vJEWSw6W/view?usp=drive_link,"tanaman sayur dengan buah lonjong berwarna hijau terang yang sering digunakan sebagai lalapan atau campuran masakan. Buahnya kaya akan kandungan air dan serat, menjadikannya baik untuk menjaga kesehatan pencernaan. Selain itu, buah ini mengandung vitamin C dan antioksidan yang membantu memperbaiki kesehatan kulit dan meningkatkan daya tahan tubuh. Khasiat lainnya meliputi membantu mengatasi dehidrasi, menurunkan tekanan darah, dan memperbaiki metabolisme tubuh. Tanaman ini mudah tumbuh di berbagai kondisi tanah tropis.","Kulit kering
Mata lelah
Panas dalam
Kulit terbakar
Pembengkakan","Air, vitamin C, flavonoid, elektrolit.",Iris ketimun segar dan dinginkan selama beberapa menit. Tempelkan irisan pada kelopak mata selama 10-15 menit. Kandungan air dan sifat pendingin ketimun membantu mengurangi bengkak dan menyegarkan mata.
Panas dalam,"0,7",Kentimun,Cucumis sativus,Timun (Jawa); Mentimun (Sunda); Ketela Mentimun (Sumatera); Lele Mentimun (Aceh); Timun Segar (Sulawesi).,https://drive.google.com/file/d/1xoq7gHvGC4FaAGRwH7yw7he9vJEWSw6W/view?usp=drive_link,"tanaman sayur dengan buah lonjong berwarna hijau terang yang sering digunakan sebagai lalapan atau campuran masakan. Buahnya kaya akan kandungan air dan serat, menjadikannya baik untuk menjaga kesehatan pencernaan. Selain itu, buah ini mengandung vitamin C dan antioksidan yang membantu memperbaiki kesehatan kulit dan meningkatkan daya tahan tubuh. Khasiat lainnya meliputi membantu mengatasi dehidrasi, menurunkan tekanan darah, dan memperbaiki metabolisme tubuh. Tanaman ini mudah tumbuh di berbagai kondisi tanah tropis.","Kulit kering
Mata lelah
Panas dalam
Kulit terbakar
Pembengkakan","Air, vitamin C, flavonoid, elektrolit.",Blender ketimun segar dengan air dingin untuk membuat jus. Minum jus ini satu hingga dua kali sehari untuk meredakan rasa panas dalam. Ketimun memiliki efek mendinginkan tubuh dan membantu menjaga hidrasi.
Luka,"0,85",Kentimun,Cucumis sativus,Timun (Jawa); Mentimun (Sunda); Ketela Mentimun (Sumatera); Lele Mentimun (Aceh); Timun Segar (Sulawesi).,https://drive.google.com/file/d/1xoq7gHvGC4FaAGRwH7yw7he9vJEWSw6W/view?usp=drive_link,"tanaman sayur dengan buah lonjong berwarna hijau terang yang sering digunakan sebagai lalapan atau campuran masakan. Buahnya kaya akan kandungan air dan serat, menjadikannya baik untuk menjaga kesehatan pencernaan. Selain itu, buah ini mengandung vitamin C dan antioksidan yang membantu memperbaiki kesehatan kulit dan meningkatkan daya tahan tubuh. Khasiat lainnya meliputi membantu mengatasi dehidrasi, menurunkan tekanan darah, dan memperbaiki metabolisme tubuh. Tanaman ini mudah tumbuh di berbagai kondisi tanah tropis.","Kulit kering
Mata lelah
Panas dalam
Kulit terbakar
Pembengkakan","Air, vitamin C, flavonoid, elektrolit.","Parut ketimun segar dan aplikasikan pada kulit yang terkena matahari. Biarkan selama 20 menit, lalu bilas dengan air dingin. Ketimun membantu menenangkan kulit yang terbakar dan mengurangi rasa perih."
